"rowid","llfc","llfc.1","lwc","lww","inc","esc","lfmo","lqstop","lback","lnum","lestqty","lnostop","vendor","system","year","biddate"
34,-1.77195684193188,-1.77195684193188,NA,-1.71479842809193,0,0,2.70270259477561,10.6546205822947,-0.63125472605416,1.6094379124341,15.8475984032606,5.19295685089021,"SCHEPPS","AUSTIN",1987,"5-11-1987"
35,-2.17155683058764,-2.20727491318972,NA,-2.04022082852655,0,0,2.67000213346468,10.7205544562652,-0.146329756144957,1.6094379124341,15.913528485217,5.19295685089021,"SUPERIOR","AUSTIN",1988,"4-6-1988"
36,-1.94701075449935,-2.02268320786123,NA,-1.9173226922034,0,0,2.67000213346468,10.7205544562652,-2.84510783350386,1.6094379124341,15.913528485217,5.19295685089021,"BORDEN","AUSTIN",1988,"4-6-1988"
37,-2.12863178587061,-2.12026353620009,NA,-2.01740615076038,0,0,2.67000213346468,10.7205544562652,-4.45066081143162,1.6094379124341,15.913528485217,5.19295685089021,"OAK FARMS","AUSTIN",1988,"4-6-1988"
38,-1.83885107676191,-1.86433016206289,NA,-1.83885107676191,0,0,2.67000213346468,10.7205544562652,-3.94075118202679,1.6094379124341,15.913528485217,5.19295685089021,"PURE","AUSTIN",1988,"4-6-1988"
39,-1.71479842809193,-1.77195684193188,NA,-1.71479842809193,0,0,2.67000213346468,10.7205544562652,-4.53421408392102,1.6094379124341,15.913528485217,5.19295685089021,"SCHEPPS","AUSTIN",1988,"4-6-1988"
40,-2.08505728046547,-2.10784101620153,NA,-2.01815831326294,0,0,2.74212951475507,10.6307462627248,-0.242941883319655,1.09861228866811,15.8237245903557,5.19295685089021,"SUPERIOR","AUSTIN",1989,"4-17-1989"
41,-2.10046090890391,-2.07944154167984,NA,-1.99510039324608,0,0,2.74212951475507,10.6307462627248,-5.12310713261842,1.09861228866811,15.8237245903557,5.19295685089021,"OAK FARMS","AUSTIN",1989,"4-17-1989"
42,-1.77195684193188,-1.83258146374831,NA,-1.77195684193188,0,0,2.74212951475507,10.6307462627248,-1.98917362574465,1.09861228866811,15.8237245903557,5.19295685089021,"SCHEPPS","AUSTIN",1989,"4-17-1989"
43,NA,-1.83258146374831,-1.71479842809193,-1.77195684193188,0,1,2.69259809654329,4.76217393479776,0.625952207417909,0,9.03895875522056,4.27666611901606,"CABELL","IREDELE",1987,"8-12-1987"
44,NA,-1.83258146374831,-1.71479842809193,-1.77195684193188,0,0,2.65955999194178,4.77912349311153,-5.14647563878079,0,9.0594011964109,4.27666611901606,"CABELL","IREDELE",1988,"0-0-1988"
45,-1.77490235216163,-1.82635091399767,-1.7175800710538,-1.77490235216163,0,1,2.7324175575505,4.79579054559674,-6.50080600190912,0,9.07966204833407,4.27666611901606,"OAK FARMS","IREDELE",1989,"0-0-1989"
46,-1.83258146374831,-1.87080267656851,-1.77195684193188,-1.83258146374831,0,1,2.79748456620774,4.84418708645859,-4.50068373611883,0,9.12761072437719,4.27666611901606,"PURE","IREDELE",1990,"0-0-1990"
47,-1.83258146374831,-1.87080267656851,-1.77195684193188,-1.83258146374831,0,1,2.64830019669644,4.85203026391962,-3.84295490578801,0,9.13129716463573,4.27666611901606,"PURE","IREDELE",1991,"0-0-1991"
48,-1.74296930505862,-1.75735804251072,-1.68739945390381,-1.74296930505862,NA,0,2.64830019669644,5.93129367243107,0.0198187585242442,0,10.6134248995553,4.68213122712422,"PURE","KOPPERL",1991,"7-13-1991"
49,-1.92757919237059,-2.01365380114183,-1.87080267656851,-1.91054300521802,0,0,2.65955999194178,5.95748402131202,0.104433766542177,0.693147180559945,10.6396152484362,4.68213122712422,"OAK FARMS","MORGAN",1986,"8-19-1986"
50,-1.71479842809193,-1.77195684193188,-1.68739945390381,-1.74296930505862,1,0,2.65955999194178,5.95748402131202,0.496627889556771,0.693147180559945,10.6396152484362,4.68213122712422,"PURE","MORGAN",1986,"8-19-1986"
51,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,1,0,2.69259809654329,5.84875849640023,0.63638853671125,0,10.5308897235244,4.68213122712422,"PURE","MORGAN",1987,"9-1-1987"
52,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,1,0,2.65955999194178,5.77239626525106,0.634036418454309,0,10.4545274923753,4.68213122712422,"PURE","MORGAN",1988,"8-16-1988"
53,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,1,0,2.7324175575505,5.71995973801273,0.675192893927737,0,10.4020909651369,4.68213122712422,"PURE","MORGAN",1989,"8-22-1989"
54,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,1,1,2.79748456620774,5.7429146590174,0.405925072487739,0.693147180559945,10.4250458861416,4.68213122712422,"PURE","MORGAN",1990,"8-15-1990"
55,-1.78976146656538,-1.83885107676191,-1.74296930505862,-1.77785656405906,1,0,2.79748456620774,5.7429146590174,0.405925072487739,0.693147180559945,10.4250458861416,4.68213122712422,"PURE","MORGAN",1990,"8-15-1990"
56,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,1,1,2.64830019669644,5.79230192870803,0.244219501255006,0.693147180559945,10.4744331558323,4.68213122712422,"PURE","MORGAN",1991,"8-11-1991"
57,-1.78976146656538,-1.83885107676191,-1.74296930505862,-1.77785656405906,1,0,2.64830019669644,5.79230192870803,0.244219501255006,0.693147180559945,10.4744331558323,4.68213122712422,"PURE","MORGAN",1991,"8-11-1991"
58,NA,NA,NA,NA,0,1,2.58324255050886,5.90505472588384,-6.31285432492966,0,10.1817208448999,4.27666611901606,"FOREMOST","WALNUT SPRGS",1979,"0-0-1979"
59,-1.76609172247948,-1.79576749062559,-1.70925824771631,-1.76609172247948,0,1,2.71137799119488,5.90505472588384,-6.31285432492966,0,10.1817208448999,4.27666611901606,"FOREMOST","WALNUT SPRGS",1981,"0-0-1981"
60,-1.75446368448436,-1.78379129957888,-1.69826912614072,-1.75446368448436,0,1,2.7047112998367,5.87484035955347,-5.25925361690538,0,10.1515064785695,4.27666611901606,"FOREMOST","WALNUT SPRGS",1982,"0-0-1982"
61,-1.77195684193188,-1.80180980508156,-1.71479842809193,-1.77195684193188,0,0,2.70871664564537,5.75083165784739,-5.29950856552971,0,10.0274977768634,4.27666611901606,"FOREMOST","WALNUT SPRGS",1983,"0-0-1983"
62,NA,-1.86433016206289,-1.7321706778164,-1.79036044831435,0,1,2.68852753461335,5.79548195256446,-5.63874412397183,0,10.0721480715805,4.27666611901606,"FOREMOST","WALNUT SPRGS",1984,"0-0-1984"
63,NA,-1.85150947363383,-1.71479842809193,-1.77195684193188,0,1,2.65253749117195,5.92582547807186,-6.29208357274167,0,10.2024915970879,4.27666611901606,"FOREMOST","WALNUT SPRGS",1985,"0-0-1985"
64,NA,-1.83258146374831,-1.71479842809193,-1.77195684193188,0,0,2.65955999194178,6.09921112833917,-6.11869792247473,0,10.3758772473552,4.27666611901606,"FOREMOST","WALNUT SPRGS",1986,"0-0-1986"
65,-1.83885107676191,-1.86433016206289,-1.77785656405906,-1.83885107676191,0,0,2.69259809654329,6.14106034458554,-4.8022770958625,0.693147180559945,10.4177264636016,4.27666611901606,"PURE","WALNUT SPRGS",1987,"0-0-1987"
66,NA,-1.83885107676191,-1.72036947314138,-1.77785656405906,0,1,2.69259809654329,6.14106034458554,-6.29427068112309,0.693147180559945,10.4177264636016,4.27666611901606,"CABELL","WALNUT SPRGS",1987,"0-0-1987"
67,-1.86433016206289,-1.89047544216721,-1.80180980508156,-1.86433016206289,0,0,2.65955999194178,6.19870632742948,-4.74463111301862,0.693147180559945,10.4753724464455,4.27666611901606,"PURE","WALNUT SPRGS",1988,"0-0-1988"
68,NA,-1.83885107676191,-1.72036947314138,-1.77785656405906,0,0,2.65955999194178,6.19870632742948,-5.14647563878079,0.693147180559945,10.4753724464455,4.27666611901606,"CABELL","WALNUT SPRGS",1988,"0-0-1988"
69,-1.86433016206289,-1.89047544216721,-1.80180980508156,-1.86433016206289,0,0,2.7324175575505,6.18824105832627,-4.75509638212187,0,10.4649071773423,4.27666611901606,"PURE","WALNUT SPRGS",1989,"0-0-1989"
70,-1.86433016206289,-1.89047544216721,-1.80180980508156,-1.86433016206289,0,1,2.79748456620774,6.21502839951037,-4.50068373611883,0.693147180559945,10.4916945185264,4.27666611901606,"PURE","WALNUT SPRGS",1990,"0-0-1990"
71,-1.80788885115794,-1.83885107676191,-1.74869997976761,-1.80788885115794,0,0,2.79748456620774,6.21502839951037,-4.50068373611883,0.693147180559945,10.4916945185264,4.27666611901606,"PURE","WALNUT SPRGS",1990,"0-0-1990"
72,-1.80788885115794,-1.85150947363383,-1.77785656405906,-1.80788885115794,0,1,2.64830019669644,6.2839521191763,-3.84295490578801,0.693147180559945,10.5606182381924,4.27666611901606,"PURE","WALNUT SPRGS",1991,"0-0-1991"
73,-1.77785656405906,-1.82635091399767,-1.74869997976761,-1.77785656405906,0,0,2.64830019669644,6.2839521191763,-3.84295490578801,0.693147180559945,10.5606182381924,4.27666611901606,"PURE","WALNUT SPRGS",1991,"0-0-1991"
74,NA,-1.80180980508156,-1.70925824771631,-1.73104073419335,0,0,2.70136121295141,7.91935619066062,0.246685946429459,1.38629436111989,12.6014874177848,4.68213122712422,"FOREMOST","ALLEN",1981,"7-7-1981"
75,NA,-1.71591015694462,-1.58963528513792,-1.68848111977455,0,0,2.70136121295141,7.91935619066062,0.171567950851281,1.38629436111989,12.6014874177848,4.68213122712422,"BORDEN","ALLEN",1981,"7-7-1981"
76,NA,-1.69826912614072,-1.60047817106263,-1.69826912614072,0,0,2.70136121295141,7.91935619066062,0.195801046020822,1.38629436111989,12.6014874177848,4.68213122712422,"CABELL","ALLEN",1981,"7-7-1981"
77,NA,-1.71479842809193,-1.63475572041839,-1.68739945390381,0,1,2.70136121295141,7.91935619066062,0.0203450326348948,1.38629436111989,12.6014874177848,4.68213122712422,"SCHEPPS","ALLEN",1981,"7-7-1981"
78,NA,-1.77195684193188,-1.66073120682165,-1.71479842809193,0,1,2.69462718077007,-Inf,0.132350703454373,0,NA,4.68213122712422,"SCHEPPS","ALLEN",1982,"7-26-1982"
79,-1.78976146656538,-1.85150947363383,-1.73160554640831,-1.78976146656538,0,1,2.69867303928961,-Inf,-Inf,0,NA,4.68213122712422,"SCHEPPS","ALLEN",1983,"0-0-1983"
80,NA,-1.66073120682165,-1.56064774826467,-1.6094379124341,0,1,2.67827804276854,-Inf,-0.32790768152389,0,NA,4.68213122712422,"SCHEPPS","ALLEN",1984,"6-25-1984"
81,NA,-1.82325013631943,-1.72316667776244,-1.78677192771702,0,0,2.64900766046843,7.86748856869913,0.107914028941802,1.09861228866811,12.5496623499203,4.68213122712422,"FOREMOST","ALLEN",1986,"7-20-1986"
82,NA,-1.76026080216868,-1.66073120682165,-1.71479842809193,0,0,2.64900766046843,7.86748856869913,0.37443874752436,1.09861228866811,12.5496623499203,4.68213122712422,"CABELL","ALLEN",1986,"7-20-1986"
83,NA,-1.66073120682165,-1.56064774826467,-1.6094379124341,0,1,2.64900766046843,7.86748856869913,-0.0842707381641641,1.09861228866811,12.5496623499203,4.68213122712422,"SCHEPPS","ALLEN",1986,"7-20-1986"
84,-1.77195684193188,-1.83258146374831,-1.72316667776244,-1.78081952918972,0,1,2.68239045432163,7.9359451033537,0.625952207417909,0,12.618182296357,4.68213122712422,"CABELL","ALLEN",1987,"8-2-1987"
85,-1.76026080216868,-1.82015894374975,-1.7120245012092,-1.76901998225857,0,1,2.64900766046843,8.01532730902172,0.482157268846695,0,12.6977154498794,4.68213122712422,"CABELL","ALLEN",1988,"7-13-1988"
86,-1.80788885115794,-1.84516024595517,-1.76609172247948,-1.80788885115794,0,1,2.72261035243354,8.07775756373692,0.560650829027599,0,12.7599577587566,4.68213122712422,"CABELL","ALLEN",1989,"7-24-1989"
87,-1.8578992717326,-1.8578992717326,-1.81707727721234,-1.8578992717326,0,1,2.78829801594291,8.13358741766097,0.472038684376729,0.693147180559945,12.8158382171511,4.68213122712422,"BORDEN","ALLEN",1990,"7-25-1990"
88,-1.8578992717326,-1.8578992717326,-1.78677192771702,-1.8578992717326,0,1,2.78829801594291,8.13358741766097,0.0692195899130795,0.693147180559945,12.8158382171511,4.68213122712422,"CABELL","ALLEN",1990,"7-25-1990"
89,NA,-1.77490235216163,-1.7175800710538,-1.77490235216163,1,0,2.64191039859766,5.73637454642887,0.183357453483119,0.693147180559945,10.7061878460049,4.969813299576,"CABELL","ANNA",1985,"7-28-1985"
90,-1.73727128394399,-1.76609172247948,-1.68739945390381,-1.73727128394399,0,0,2.64191039859766,5.73637454642887,0.44990105961222,0.693147180559945,10.7061878460049,4.969813299576,"FOREMOST","ANNA",1985,"7-28-1985"
91,NA,-1.77785656405906,-1.72036947314138,-1.77785656405906,1,0,2.64900766046843,5.6641486451374,0.632209877970422,0.693147180559945,10.6339619447134,4.969813299576,"CABELL","ANNA",1986,"8-11-1986"
92,-1.80180980508156,-1.86433016206289,-1.74296930505862,-1.80180980508156,0,0,2.64900766046843,5.6641486451374,0.382156306965837,0.693147180559945,10.6339619447134,4.969813299576,"FOREMOST","ANNA",1986,"8-11-1986"
93,NA,-1.77785656405906,-1.72036947314138,-1.77785656405906,1,0,2.68239045432163,5.86852990153179,0.489983969264436,0,10.8383432011078,4.969813299576,"CABELL","ANNA",1987,"7-29-1987"
94,NA,-1.83258146374831,-1.77195684193188,-1.83258146374831,1,0,2.64900766046843,5.89598789824947,0.634839832981049,0,10.8658011978255,4.969813299576,"CABELL","ANNA",1988,"8-28-1988"
95,-1.78677192771702,-1.80180980508156,-1.75735804251072,-1.78677192771702,1,1,2.72261035243354,6.21172276119979,0.666692623842049,0,11.1815360607758,4.969813299576,"CABELL","ANNA",1989,"8-9-1989"
96,-1.83885107676191,-1.83885107676191,-1.77785656405906,-1.83885107676191,0,1,2.78829801594291,6.37184413338863,0.663129682774131,0.693147180559945,11.3416574329646,4.969813299576,"BORDEN","ANNA",1990,"8-8-1990"
97,NA,-1.80180980508156,-1.74296930505862,-1.77785656405906,1,1,2.78829801594291,6.37184413338863,0.266325624375789,0.693147180559945,11.3416574329646,4.969813299576,"CABELL","ANNA",1990,"8-8-1990"
98,NA,-1.76726199762767,-1.65652951996795,-1.73840829373106,0,1,2.69462718077007,6.54534966033442,-5.25925361690538,0.693147180559945,10.8223749102575,4.27666611901606,"FOREMOST","BLUE RIDGE",1982,"0-0-1982"
99,NA,-1.58474529984373,-1.49165487677772,-1.58474529984373,0,1,2.69462718077007,6.54534966033442,-3.16353308711072,0.693147180559945,10.8223749102575,4.27666611901606,"CABELL","BLUE RIDGE",1982,"0-0-1982"
100,-1.75446368448436,-1.77195684193188,-1.66073120682165,-1.75446368448436,0,1,2.69867303928961,6.54534966033442,-5.29950856552971,0.693147180559945,10.8223749102575,4.27666611901606,"FOREMOST","BLUE RIDGE",1983,"0-0-1983"
101,NA,-1.58474529984373,-1.49165487677772,-1.58474529984373,0,1,2.69867303928961,6.54534966033442,-3.03929081720362,0.693147180559945,10.8223749102575,4.27666611901606,"CABELL","BLUE RIDGE",1983,"0-0-1983"
102,-1.75446368448436,-1.77195684193188,-1.66073120682165,-1.75446368448436,0,0,2.67827804276854,6.54534966033442,0.369770555641446,0,10.8223749102575,4.27666611901606,"FOREMOST","BLUE RIDGE",1984,"7-31-1984"
103,-1.74296930505862,-1.76609172247948,-1.68739945390381,-1.74296930505862,0,0,2.64191039859766,6.54534966033442,0.623500853514468,0,10.8223749102575,4.27666611901606,"FOREMOST","BLUE RIDGE",1985,"8-19-1985"
104,-1.74296930505862,-1.80180980508156,-1.71479842809193,-1.77195684193188,0,0,2.64900766046843,6.58063913728495,0.382156306965837,0.693147180559945,10.8585181127262,4.27666611901606,"FOREMOST","BLUE RIDGE",1986,"8-3-1986"
105,-1.77078106284286,-1.83133224434788,-1.7136879338079,-1.77078106284286,0,0,2.64900766046843,6.58063913728495,0.632209877970422,0.693147180559945,10.8585181127262,4.27666611901606,"CABELL","BLUE RIDGE",1986,"8-3-1986"
106,-1.77078106284286,-1.83133224434788,-1.7175800710538,-1.77490235216163,0,0,2.68239045432163,6.65027904858742,0.625952207417909,0,10.9279149430149,4.27666611901606,"CABELL","BLUE RIDGE",1987,"8-2-1987"
107,-1.77785656405906,-1.77785656405906,-1.72036947314138,-1.77785656405906,0,1,2.64900766046843,6.66949808985788,0.482157268846695,0.693147180559945,10.9464814174412,4.27666611901606,"CABELL","BLUE RIDGE",1988,"7-7-1988"
108,-1.68739945390381,-1.69826912614072,-1.56064774826467,-1.63475572041839,0,0,2.64900766046843,6.66949808985788,0.407243298374157,0.693147180559945,10.9464814174412,4.27666611901606,"SCHEPPS","BLUE RIDGE",1988,"7-7-1988"
109,-1.76609172247948,-1.79576749062559,-1.72036947314138,-1.77785656405906,0,0,2.72261035243354,6.66949808985788,-4.33050834756216,0,10.9464814174412,4.27666611901606,"CABELL","BLUE RIDGE",1989,"0-0-1989"
110,NA,NA,NA,NA,1,0,2.69462718077007,6.47454077878049,0.404350033137292,0,11.1566720059047,4.68213122712422,"CABELL","CELINA",1982,"8-8-1982"
111,NA,NA,NA,NA,1,0,2.69867303928961,6.44481344496429,-3.03929081720362,0,11.1269446720885,4.68213122712422,"CABELL","CELINA",1983,"0-0-1983"
112,NA,NA,-1.7120245012092,NA,1,0,2.67827804276854,6.45376485470315,-3.13751011223515,0,11.1358960818274,4.68213122712422,"CABELL","CELINA",1984,"0-0-1984"
113,NA,NA,-1.58474529984373,-1.68739945390381,1,1,2.64191039859766,6.57136160653438,0.183357453483119,0,11.2534928336586,4.68213122712422,"CABELL","CELINA",1985,"7-22-1985"
114,NA,NA,NA,NA,1,0,2.64900766046843,6.69014172408902,0.37443874752436,0,11.3722729512132,4.68213122712422,"CABELL","CELINA",1986,"7-25-1986"
115,NA,NA,-1.72878467006667,-1.78677192771702,1,1,2.68239045432163,6.74279510537751,0.0581234467176926,0,11.4249263325017,4.68213122712422,"CABELL","CELINA",1987,"6-30-1987"
116,NA,NA,-1.74296930505862,-1.80180980508156,1,0,2.64900766046843,6.82594147516469,0.482157268846695,0,11.5080727022889,4.68213122712422,"CABELL","CELINA",1988,"7-28-1988"
117,-1.78677192771702,-1.81707727721234,-1.74296930505862,-1.78677192771702,1,0,2.72261035243354,6.70543115910582,0.666692623842049,0,11.38756238623,4.68213122712422,"CABELL","CELINA",1989,"8-1-1989"
118,-1.78677192771702,-1.81707727721234,-1.74296930505862,-1.78677192771702,1,0,2.78829801594291,6.73458342123847,0.266325624375789,0,11.4167146483627,4.68213122712422,"CABELL","CELINA",1990,"8-14-1990"
119,-1.91800319580231,-1.95263269481614,-1.86497553155931,-1.93863666508881,0,1,2.71822052975409,6.73458342123847,0.249865442977055,0,11.4167146483627,4.68213122712422,"OAK FARMS","CELINA",1992,"7-28-1992"
120,-1.78379129957888,NA,-1.71479842809193,-1.77195684193188,0,0,2.64191039859766,6.93342302573071,0.623500853514468,0,11.6161226422982,4.68213122712422,"FOREMOST","COMMUNITY",1985,"8-8-1985"
121,-1.77195684193188,-1.81707727721234,-1.70100510595959,-1.75735804251072,0,0,2.64900766046843,7.00306545878646,0.107914028941802,0,11.6852892742168,4.68213122712422,"FOREMOST","COMMUNITY",1986,"7-20-1986"
122,NA,-1.80180980508156,-1.68739945390381,-1.74296930505862,0,0,2.64900766046843,6.95272864462487,0.634839832981049,0,11.6357358423406,4.68213122712422,"CABELL","COMMUNITY",1988,"8-14-1988"
123,-1.76609172247948,-1.80180980508156,-1.72597172869005,-1.76609172247948,0,0,2.72261035243354,6.85540879860993,0.560650829027599,0.693147180559945,11.5381057635005,4.68213122712422,"CABELL","COMMUNITY",1989,"7-14-1989"
124,NA,NA,NA,NA,0,0,2.72261035243354,6.85540879860993,0.404918804280908,0.693147180559945,11.5381057635005,4.68213122712422,"BORDEN","COMMUNITY",1989,"7-14-1989"
125,NA,-1.83258146374831,-1.72316667776244,-1.78081952918972,0,0,2.78829801594291,6.74993119378857,0.510019819584213,0,11.4327452478427,4.68213122712422,"OAK FARMS","COMMUNITY",1990,"8-22-1990"
126,NA,NA,NA,NA,1,0,2.64900766046843,7.36960072052641,0.37443874752436,0,11.6464768573948,4.27666611901606,"CABELL","FARMERSVILLE",1986,"7-31-1986"
